kode,kelompok,nama,satuan,harga
1.1.12.01.03.0007,Bahan Bakar dan Pelumas,Persbos Kantor Nampan Besar uM,Buah,35400
1.1.12.01.03.0012,Bahan Bakar dan Pelumas,Suvenir/Cendera Mata Dompet Suvenir Pouch,Set,51500
1.1.12.01.03.0012,Bahan Bakar dan Pelumas,Suvenir/Cendera Mata Miniatur Perahu Phinisi Miniatur Perahu Phinisi,Set,781200
1.1.12.01.03.0012,Bahan Bakar dan Pelumas,Suvenir/Cendera Mata Piala 70 em,Set,412500
1.1.12.01.03.0012,Bahan Bakar dan Pelumas,Suvenir/Cendera Mata Piala juara,Set,400000
1.1.12.01.03.0012,Bahan Bakar dan Pelumas,Suvenir/Cendera Mata Plakat,Set,213800
1.1.12.01.03.0002,Bahan Bakar dan Pelumas,Teas dan Cover Kertas HVS 70 Gr A3 500,Lembar,125400
1.1.12.01.03.0007,Bahan Bakar dan Pelumas,Teta Kantor Soda Api Utama Per,Bungkus,28700
1.1.12.01.03.0003,Bahan Bakar dan Pelumas,Tian Cetak Foto 12 R eRe NOIT EAI,Lembar,175000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,"Toner 1018, 1020, 1022, 3015, 3020, 3030, 3050",Unit,399000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Toner MISSEDNE,Unit,399000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"ae a untuk Kegiatan Kantor 5, v4 Kemeja + Bordir Biaya Kemeja + Bordir",Pcs,154500
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,ale saan untuk Kegiatan Kantor 14. Meja Bundar Diameter 184 cm Tinggi 77 cm,Lembar,847000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,ee ee untuk Kegiatan Kantor ... v9 m-Sertifikat Biaya E-Sertifikat,Lembar,41200
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"ee eee untuk Kegiatan Kantor , tong Kuning Besar Diego Per",Bungkus,40800
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,foe ‘rotebag pakai ulang,Lembar,65500
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,in naa untuk Kegiatan Kantor ) Box LB3 Drop Box LB3,Buah,4305200
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"p, Gera Merah Putih Paskibraka",Lembar,400000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"p, oy Bayi Uk.S",Lembar,3500
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"p, polo + Bordir Biaya Polo + Bordir",Lembar,103000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,panitia dan Tim Penilai Juri 3,Lembar,250000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,"wee untuk Kegiatan Kantor 4, 4 -¢ing HUB DJl Mavic 4 Pro Charging HUB",Buah,3143000
1.1.12.01.03.0013,Bahan Bakar dan Pelumas,«oa podok e,Lembar,50000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,— Alat Listrik Inbow Clipsal,Buah,3800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,— Alat Listrik Kap Lampu Taman Outdoor BulaERoGl,Buah,200000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,— Alat Listrik Lampu Taman DLX TP 2,Buah,159700
1.1.12.01.03.0002,Bahan Bakar dan Pelumas,— dan Cover Kertas HVS 70 Gr A4s 500,Lembar,68400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,— ‘ Alat Tulis Kantor Tinta Stempel Warna,Botol,9200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,—Alat Listrik Lampu Blub LED 50 Watt Luby,Buah,135000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,# JELLY Pes,Botol,39300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,(= 100-1000 ul,Botol,7315000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,(Obat-obatan Lainnya NovoRapid Flexpen,Botol,95320
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,(WASHER - Pes,Botol,140000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,(ees ine inj,Ampul,15300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/ELECTROSURGICAL PENCIL = Pes,Botol,124300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/Hepagusan,Vial,50000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/POLIFIX 15 CM X 5M ls,Botol,117000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/Prohepar,Tube,5200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/TRANSFUSION SET Pes,Botol,19500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,/VIDAS ANTI HCV ULTRA Kit,Botol,20535000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,1t-SCRUB BRUSH 2 Pes,Botol,13500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,7 eels Boca a“ 10. Kasa Lapat Xray,Pack,51270
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,7 exis (OHSS ch,Pack,19300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,7 oer B does each,Botol,35000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ABX CLEANER 1 L >,Botol,2647400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ABX MINOCLAIR 0,5 L *",Botol,2509700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ABX Pentra Albumin = Kit,Botol,2166300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ABX Pentra Iron CP,Box,2602200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ABX pentra Transferin Kit,Botol,5703200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ADE-Plex isi 100 ml,Botol,167000
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,ALLOPURINOL 100 MG (DUS 100 TAB),Dus,25900
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,ALLOPURINOL 100 MG (DUS 100 TAB)-BJN,Dus,25900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ASKER SUNGKUP BAYI = £ Pes,Botol,18300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ASO LATEX 50 test (ASTO),Botol,826950
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AST GN 93 =,Botol,6930000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Alcohol Swab+Chlorhexidine,Box,19950
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Alkohol 70% 1 Liter,Botol,45600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Alkohol 70% 500ml T,Botol,28500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Alkohol 96 % 1 Liter,Botol,51300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Alkohol 96 % 20,Liter,912000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Disinfectant Surface & Cleaner 750ml fo,Botol,185000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Face Maik Disposable Surgical 4 Ply,Box,64500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN HANDRUB CHLORHESIDINE Oia 2 Jerigen,Botol,627000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN Latex Examination Glove Powder Free M,Box,83200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN SCRUB CHLORHEXIDINE 4% 1000ML. Jerigen,Botol,148000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,AYN SCRUB CHLORHEXIDINE 4% SOOML,Botol,80500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"AYN Surgical Glove Sterile, Free Powder 6,0",Box,652900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Alt Cp ie,Box,989000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Ast Cp =,Box,989000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Bilirubin Direct Cp be,Box,550500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Bilirubin Total Cp,Box,694800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Calcium,Box,3493700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Cholesterol Cp,Box,2312100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Clean chem,Box,431700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Creatinin 120 Cp,Box,526100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Cuvette Segments Rack,Box,438200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Hdl Direct 100 Cp,Box,3166800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra LDL Cholest,Box,11205450
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra SP Cal 5 x 1 ml,Box,21592200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Trigliserida CP,Box,2649500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Urea Cp,Box,973500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx Pentra Uric Acid,Box,822500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx kontrol normal pentra i,Botol,674700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Abx multical pentra,Botol,472800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ahep infus,Botol,56000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Alat suntik 50 ml,Botol,5000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Albenol 125 1 liter,Liter,443500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminofillin inj,Ampul,7800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminofillin inj,Ampul,15500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminofillin inj =,Ampul,11500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminofusin paed,Botol,62700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminofusin paed,Botol,62500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminoleban Inj 500 S,Botol,72800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminosteril infant,Botol,58300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aminosteril infant 6%,Botol,110500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amiodarone inj,Ampul,15600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amiodarone inj,Ampul,11800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amiodarone tab,Tube,5000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amiodarone tab. =,Tube,1600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amiparen - Kotak,Botol,96700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amoxycillin 125 mg syr,Botol,7300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Amoxycillin 125 mg syr,Botol,6300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ampicilin inj,Ampul,10100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ampicilin inj,Ampul,9500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ampicilin inj,Ampul,14500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ampicillin sulbactam,Vial,23100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Analtram,Tube,10900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Antasida syr,Botol,3900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Anti A Goldar,Vial,149850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Anti serum Golongan Darah,Set,340500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Antisep isi 120 ml,Botol,46000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aquadest =,Botol,18000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aquadest Waterlab,Botol,148500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aripiprazole 10 mg,Tube,14000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aripiprazole 10 mg,Tube,17300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Aripraz 10 mg,Tube,17000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Asam Sulfosalisilat 20% 100 ml,Botol,925500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Asam Tranexamat 500mg,Tube,1900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Asam Tranexamat Inj’,Ampul,2400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Asam Tranexamat Inj’,Botol,3300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Asam Valproat syr,Botol,14000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Astharol syr,Botol,18000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Atorvastatin 20mg,Botol,1199
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Atorvastatin 20mg =,Botol,1000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Atorvastatin 20mg E,Botol,2700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Atropin Sulfat,Ampul,7400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Atropin Sulfat,Ampul,3800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,BD Preset,Botol,2197800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,BONDING- MASTER BOND,Botol,391400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,BONEFILL ORTHO Pes,Botol,908100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,BROAD DCP Plates L 119 12 Holes Pes,Botol,1227600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,BROAD PLATE 8 HOLE,Pcs,1220000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Basa Betametsanone valerate sin,Tube,2300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Bedak salisil/Bedak salicyl serbuk 2%,Tube,6700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Beye eae 20 Keen Keaton lipat,Botol,67400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Biodin Isi 50 ml,Botol,98000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Biosan TP Inj Isi 100 ml,Botol,187000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Biosan TP Inj Isi 20 ml,Botol,56500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Biosan TP Inj Isi SO ml,Botol,114000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Bioselvita isi 100 ml,Botol,74000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"Bisturi No, 22",Botol,279000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Bisturi No. 20 No. 20,Botol,279000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Bloatex cair isi 100 ml,Botol,47500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Blood Control 3 ml Myndray,Botol,1457160
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Brig Lindikasor ai),Pack,11800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,C.Tobroson,Botol,51330
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,C.Xytrol EO =,Tube,49950
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,CALCIGEL 2 GR- CALPLUS. Pes,Botol,131600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,CUTIMED SORBACT Pes,Botol,66300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,CVC SET 2 LUMEN 12 FR X 20 CM Pes,Botol,907000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Calcium Gluconate inj =,Ampul,7809
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Calcium Gluconate inj >,Ampul,6250
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Calmasol 440 500 ml,Botol,283500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Candesartan 16 mg =,Tube,1030
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Candesartan 16 mg fs,Tube,1720
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Candesartan 16 mg is,Tube,1500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Candesartan 16 mg is,Tube,1830
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Capriglandin Inj 10 ml,Botol,296500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Catheter Tip E-Beam Sterilization,Box,5300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cazetin drop,Botol,19640
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefadroxil 125mg,Botol,8000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefadroxil 250mg syr,Botol,12000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefadroxyl 500 mg,Kapsul,1000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefazolin inj,Vial,22200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefixim 200 mg,Kapsul,2240
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefixim 200 mg,Kapsul,2520
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefixim mg,Kapsul,1080
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefoperazon,Vial,56610
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefoperazon Sulbactam,Vial,19970
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefoperazon Sulbactam =,Vial,20000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefoperazon Sulbactam =,Vial,31000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cefotaxim 1 gr inj,Vial,6709
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftazidime inj,Vial,12490
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftizoxime 1 gr Br,Vial,88800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftriaxon inj,Vial,10000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftriaxon inj. =,Vial,6210
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftriaxon inj. =,Vial,7440
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ceftriaxon inj. i,Vial,9990
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cell Clean Auto Sysmex XNL be,Box,3960000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cell Clean sysmex Ma,Box,3025000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cell Pack DCL Sysmex XNL,Box,6327000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Clover Monthly,Set,149850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Co Amoxiiclav,Tube,5000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Co Amoxiiclav,Tube,5500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Codein 20mg,Tube,1400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Colibac Inj Isi 100 ml,Botol,180000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Colibact Bolus Isi 12,Botol,83000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Composit,Set,850000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Coolbox Lion Star 5 ltr,Galon,525000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cresopen “,Botol,500000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Crome inj,Botol,22200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cup Sampel biru,Box,765900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Cup sampel hitachi Pak,Botol,499500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Curcuma ft,Tube,1110
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Curcuma ft,Tube,1300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Curcuma sanbe,Tube,1000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,D-TEC PGA NO. 1,Botol,107800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,D-TEC PGA NO.O0,Botol,107800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,D-TEC POLYPROPYLENE MESH,Botol,304900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,D-TEC PROPILEN NO.4-0,Botol,74300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DCP BROAD PLATE Pes,Botol,1220000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DCP MINI PLATE 8 HOLE Pes,Botol,1250000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DCP ONE THIRD TUBULAR Pes,Botol,515000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DCP SMALL 6 HOLE Pes,Botol,800800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DCP SMALL ORGAMNET PLATE Pes,Botol,530000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DELTA DRY SOFTLINER 10 CM X 10 CM Pes,Botol,1082200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"DELTA-DRY (10 CM X 2,4 M) Pes",Botol,121000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DIALISER (HEMODIALISA SET),Set,517800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DIFFTROL (2 n),Set,1645900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DRAIN REIDON 12 Pes,Botol,105700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DRAIN REIDON 14 Pes,Botol,105600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DRAIN REIDON FG 10 Pes,Botol,105700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DRAIN REIDON FG 10 Pes,Botol,291400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"DRILL BIT 4,5 Pes",Botol,825000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DRYSTAR DT SB 35 CM X 43 CM (14 X 17),Botol,4456650
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,DTEK PROPILENE MESH 6 X 10 CM,Botol,307700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dental occo,Botol,89250
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diazepam inj,Ampul,2800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diazepam rectal 10 mg =,Ampul,49720
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dicodine Isi 50 ml,Botol,67500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Digoxin inj,Ampul,21210
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Digoxin. a,Tube,1300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diluent P ( 1x5 L),Box,1980000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diphenhidramin inj,Ampul,1300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diphenhidramin inj,Ampul,3000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dipsamol inhaler is,Botol,30000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Disk antibiotik mikroorganisme,Box,2650000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Diviti se,Ampul,242300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dobutamin inj 250/5ml,Ampul,14849
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dobutamin inj 250/5ml ”,Ampul,24860
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dolutegravir tab 50 mg,Botol,6150
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Dopamin inj c,Ampul,3900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Doxetin =,Kapsul,2900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Doxyvet Isi 30 sachet @10 gram,Dos,104000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ECG ROLL 110 X 30 - Roll,Botol,159700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EDTA GEL - Pes,Botol,411100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ELASTIS VERBAND 4 =,Botol,18500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ELASTIS VERBAND 6 = Roll,Botol,28200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ELECTROSURGICAL PENCIL - Pes,Botol,137500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ELECTROSURGICAL PENCIL, = Pes",Botol,46000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ENDOTRACHEAL TUBE NO 3.0 - Pes,Botol,36300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ENDOTRACHEAL TUBE NO 3.5 *,Botol,36300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ENDOTRACHEAL TUBE NO 4.0 - Pes,Botol,36300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ENDOTRACHEAL TUBE NO 4.5,Botol,36300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ENDOTRACHEAL TUBE WITH CUFF 7.5 - Pes,Botol,23200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EO DIS UES PUES OF HOLE Ga,Botol,7777900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EQUISPON STANDAR - Pes,Botol,111800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EQUIWAX > Pes,Botol,72500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ERBE MONOPLATE 40 SINGUE,. VIO ICS, Pes",Botol,66000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ERBE NESSYSPLIT VIO,Pcs,110000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ETSA Pes,Botol,305400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT 2,5 Pes",Botol,14850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT 4,0 = Pes",Botol,30500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT 6,0 Pes",Botol,30500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT 6,5 YANG ADA BALON Pes",Botol,201000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT 7,5 Pes",Botol,26950
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ETT CLEAR CUFFED 6,0 e Pes",Botol,24500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EXTENSION TUBE ONEMED is Pes,Botol,7000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EXTERNAL FIXASI SET - Pes,Botol,4900000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EXTERNAL VENTRICULAR DREINAGA i,Pcs,4440000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EYE DOPE * Pes,Botol,13800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,EYE DRAPE SINGEL LAYER = Pes,Botol,83250
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ea Face Mask Disposable Surgical 4 Ply Tie,Box,69900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Efedrin inj,Ampul,26360
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Efedrin inj,Ampul,29200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Efedrin inj. ie,Ampul,27750
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Entelan/ Mounting media,Botol,264000
