kode,kelompok,nama,satuan,harga
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Eosin 2%,Botol,664100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Eperison,Tube,1360
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Eperison,Tube,1650
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Erysanbe 200 mg,Tube,2150
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Erysanbe syr,Botol,30000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Erytromicyn 500 mg,Tube,1500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Erytromicyn 500 mg,Tube,2000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Esomeprasole inj,Vial,46600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Esomeprasole inj,Vial,17500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ethambutol,Tube,1000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Eugenol Cairan,Botol,26400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FEEDING TUBE NGT NO 5 TERUMO 100 CM Pes,Botol,74900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FILM AGFA 10 X 12,Box,5680000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FILM AGFA 10 X 12,Box,3496500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FILM CT SCAN SDQ2 14 X 17,Box,9450000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FILTER PAPERS 42 WHATMAN,Box,687500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"FOLET CATH, 2 S FR14 LATEX",Pcs,13900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"FOLET CATH, 2 S FR16 LATEX",Pcs,13900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FOLEY KATETER 12 - Pes,Botol,13800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FOLEY KATETER 18 > Pes,Botol,13900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FOLEY KATETER 20 - Pes,Botol,13800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FOLEY KATETER 24 3 CBG Pes,Botol,108300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FOLEY KATETER 8 - Pes,Botol,18500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,FORMALIN,Botol,196000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fant or) ia Resa: Lipa Koray,Pack,51270
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Farbion inj,Botol,10000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Farbivent,Botol,11700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Farbivent,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fea B+ levithalon cal,Botol,58970
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fees WeOkZOrera),Pack,31500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fenofibrate,Tube,2220
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ferriz drop,Botol,48560
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ferriz syr,Botol,36900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fhanarizine Smg,Tube,1550
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fibrion inj,Ampul,3400000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fibrion inj,Ampul,3700000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fiondazol infus,Botol,39960
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fiondazol infus,Botol,43290
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fioramol infus,Botol,33300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fioramol infus,Botol,36630
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fluconazol 150 mg,Tube,12500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fluconazol 150 mg,Tube,1400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fluconazol 150 mg,Tube,18870
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Fluconix 340 50 ml,Botol,271000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Flunarizine Smg,Tube,1300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GARAM INGGRIS. = Per,Bungkus,51300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN ANAK BIRU = Pes,Botol,7400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN ANAK BLUE - Pes,Botol,4500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN ANAK PINK - Pes,Botol,4500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN ANAK PINK > Pes,Botol,7400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN DEWASA BIRU - Pes,Botol,8100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN DEWASA BLUE * Pes,Botol,4500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN DEWASA PINK,Pcs,4500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GELANG PASIEN DEWASA PINK 5,Pcs,8100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GIGLI WIRE SAW - Pes,Botol,276800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GIPS BIRU - Pes,Botol,56900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GLYSERIN,Botol,112200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUDEL 50 MM Pes,Botol,44400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUDEL 70 MM Pes,Botol,21900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUDEL 70 MM Pes,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUDEL 90 MM Pes,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL 100 Pes,Botol,14300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL 60,Botol,14300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL 90,Botol,14300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL AIRWAY 100 Pes,Botol,19980
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL AIRWAY SIZE 60 / NO. 0 Pes,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL AIRWAY SIZE 60 NO 0 Pes,Botol,9300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL AIRWAY SIZE 70 NO 1,Pcs,9300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"GUEDEL NO, 4 Pes",Botol,9300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL NO. 2 Pes,Botol,9300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL NO. 3 Pes,Botol,9300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL SIZE 100 / no 4 Pes,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUEDEL SIZE 60 / noO0 ia Pes,Botol,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUTTA PECHA PROTAPPER F1 = Pes,Botol,666000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,GUTTA PECHA PROTAPPER F2 = Pes,Botol,666000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Gahiia cane as oe ay Pes,Botol,639000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Glaritus,Botol,80910
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Glukosa larutan infus 5 %,Tube,8800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HAND ROS CHLORAE AIDING,Botol,64400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HANDSCOON GYNEKOLOG =,Pcs,30250
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HANDSCOON GYNEKOLOQ EXAM M 7 Pes,Botol,46200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HANDSCOON L = Pes,Botol,1400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HANDSCOON STERILE 7 - Pes,Botol,8300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"HANSCOON ORTHOPAEDIC 7,5",Pcs,20900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HEAVY MESH SQUARE - Pes,Botol,164600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,HPRUSILK 2-0 Pes,Botol,33900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hbsag Antigen Card 50 Test,Botol,2560700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hee an le Seta Pes,Botol,379600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hel injeksi 50 mg/mL,Botol,16700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hematoksilin harris,Botol,466200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Heperast inane Ketundlipet,Botol,25300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hivit D3-5000,Tube,2800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Holder Yellow Pes,Botol,156800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hufadon syr,Botol,6900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hyoschine inj,Ampul,14310
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hyoschine tab,Tube,1100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Hypobhac 200 mg,Pack,259330
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,I stat CG4 + Catridge,Botol,11910300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ICELL PACK (PK 30 L) 20 LTR SYSMEX 5 diff,Box,5772000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IGUEDEL 50,Pcs,14300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INFUSET DEWASA - Pes,Botol,8400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INFUSION SET MAKRO - Pes,Botol,8000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INFUSION SET TYPE PEDIATRIC - Pes,Botol,7200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INTUBATION STYLET - Pes,Botol,31700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INTUBATION STYLET 0- MM,Pcs,62700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"INTUBATION STYLET 2,5 - 4,5 MM - Pes",Botol,62700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,INTUBATION STYLET 5.0 - 8.0 MM - Pes,Botol,62700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-CHROMIC CATQUT 1,Botol,72200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-CHROMIC CATQUT 2,Botol,72150
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-MONO 3-0 - Pes,Botol,111000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-MONO 3/0 - Pes,Botol,112000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-MONO 3/0 - Pes,Botol,117700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-MONO 4/0 - Pes,Botol,121900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON 2-0 - Pes,Botol,55800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON 3/0,Botol,50300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON 3/0,Botol,48400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON 3/0 is,Pcs,50800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON 4/0,Botol,50800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-NYLON Pes,Botol,204900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-SILK 2/0,Pcs,49000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IT-SILK 3/0 f= Pes,Botol,48600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITP IV CATHETER TIPE PEN 24G Pes,Botol,7900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITP NURSE CAP,Botol,55500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITP SURGICAL KIDS MASK EARLOOP,Botol,45440
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITP SURGICAL MASK 3 PLY EARLOOP,Botol,37600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITP SURGICAL MASK 4 PLY EARLOOP,Botol,82800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"ITRACHEOSTOMY TUBE NO. 7,5 bs Pes",Botol,275000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRANSFUSI SET,Pcs,11500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRANSFUSI SET 2 Pes,Botol,7200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRUGLYDE 2-0 - Pes,Botol,67200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRULON 4-0 : Pes,Botol,33800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRULON 5-0 . Pes,Botol,40500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ITRYPAN BLUE s Pes,Botol,75000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IV catheter Jeico 28 G Pes,Botol,12500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IV catheter jJeico 24 G,Botol,12000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IVIDAS FT4,Box,12987000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IVIDAS HIV ULTRA,Box,14985000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,IVIDAS TSH3,Box,10989000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Il peceaen Lainnya TRANSFUSION SET g Pes,Botol,12000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Injectamin Isi 100 mi,Botol,163000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Injectamin Isi 20 mi,Botol,46500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Injectamin Isi SO ml,Botol,93500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Intracin 10s 50 ml,Botol,93000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Intracox Pump 100 ml,Botol,283500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Intrafer 200 B12 100 ml,Botol,283000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Intramox 150 100 ml,Botol,234000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Isoflurane 250,Botol,615280
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Issa PREGABALIN CAPS 75 MG,Dus,222300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,ItP SURGICAL MASK 3 PLY EARLOOP HIJAB,Botol,43300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,JAYAMEKSI Alcohol Swab 70% Ethyl Alkohol,Botol,18500
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,JObat PHENOBARBITAL 30 MG TAB (DUS 100 TAB),Dus,22800
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,JObat PREGABALIN CAPS 150 MG,Dus,307800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Jaluset plus 100 gr,Botol,131780
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Jarum spinal 25 G,Botol,625000
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Jobat ACYCLOVIR 400 MG (DUS 100 TAB),Dus,106700
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Jobat ACYCLOVIR CREAM 5% (DUS 25 TUBE @ 5 GRAM),Tube,4300
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Jobat AMLODIPINE 5 MG (DUS 50 TAB),Dus,15400
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Jobat AMLODIPINE 5 MG (DUS 50 TAB)-BJN,Dus,15400
1.1.12.01.04.0001,Bahan Baku / Obat-obatan,Jobat PETHIDIN HCL 50 MG/ML INJEKSI (IMPOR),Dus,201900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Js ras Maske Disposable Surgical 4 Ply,Box,59200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Juramate,Botol,695000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KASSA HIDROFIL 40 X 80 POTONG 5 > Roll,Botol,167650
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 10 - Pes,Botol,16600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 12 ° Pes,Botol,12500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 16,Botol,12500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 20,Botol,11100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 20 =,Botol,12500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 22 3 CABANG ai,Botol,94350
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 22 3 CABANG ‘,Botol,110000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 22 =,Botol,21100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 24,Botol,21100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 24 3 CABANG,Botol,94350
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 6 =,Botol,16600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KATETER 8 =,Botol,16600
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KAVIODIN TOPICAL SOLUTION,Botol,1000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KAVIODIN TOPICAL SOLUTION 60 ML,Botol,12900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERATOME =,Botol,166500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS EKG 210 X 30,Botol,181500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS EKG 63 X 30 ALPHA,Botol,44000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS EKG 80 X 25 INOMED,Botol,88000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS LAKMUS 3,Botol,143750
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS PAGE WRITTER =,Botol,801800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KERTAS PUYER 3,Botol,160950
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KIRSCHNER WIRE,Botol,365000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,KIRSCHNER WIRE,Botol,500000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kapas Alkohol,Botol,35650
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kaporit - Pail,Botol,700000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kassa steril Kotak,Botol,100000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches Kasa Tampon 210 cmx8,Pack,51200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 10 Kasa Katun Lipat in,Pack,2750
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 5 Kasa Depper Besar,Pack,13210
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 5 Kasa Depper Kecil,Botol,8470
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 5 Kasa Depper Kecil,Pack,9570
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 5 Kasa Depper Sedang,Pack,10670
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastamed Pouches isi 5 Kasa Depper Sedang,Pack,11770
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastanied Pouches isi 5 Kena Katun Lipat 6x3,Pack,4900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kastatiid Roichied Melee Kalin pat Sas,Pack,4900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kertas Saring Kotak,Botol,687500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kertas Tissue Roll,Botol,30000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Kesteitied Pouches ist 5 Kas Matan Lipst S25,Pack,9700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ketanest inj,Ampul,149850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Ketoconazol cream,Tube,7000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,L-Bio Sachet,Botol,9435
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,L-Cisin tab,Tube,5550
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"LABEL PUTIH 5,1 X 3,2 CM",Botol,712000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LARUTAN BOROWI =,Botol,1248750
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LC BROAD PLATE HOLE 3,Botol,4500000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LC CANCELLOUS SCREW,Botol,490000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"LC CORTICAL SCREW 4,5 fs",Botol,707300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LC NARROW PLATE 06 HOLE Pes,Botol,3600000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LC PROXIMAL HUMERUS PLATE 04 HOLES. Pes,Botol,5486500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"LC SCREW 5.0 MM, 38 MM TITANIUM Pes",Botol,713700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LENSA BIASA APPALENS IOL Pes,Botol,121000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LENSA FOLDABLE ASPHERIC NASPRO (AGS) Pes,Botol,583500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LENSA FOLDABLE Pes,Botol,486700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LENSA IRIS CLAW POWER,Box,1355300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LEUKOPLAST LEUKOMED L.V FILM Pes,Botol,3900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LEUKOPLAST Pes,Botol,53900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LIQUID ACR Pes,Botol,500000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"LMA 2, 2,5, 3",Botol,158850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LMA SUPREME 4,Botol,410000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LMA SUPREME SIZE 2,Botol,488000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,LMA SUPREME SIZE 3,Botol,488000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Lace sierra ial Raburbipat,Botol,20700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Lainnya t-SCRUB BRUSH = Pes,Botol,12900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Levazide,Botol,3230
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Levazide,Botol,4360
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Levetiracetam,Tube,5550
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Levetiracetam,Tube,8320
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Levica inj,Ampul,56610
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Loeheendiuswe eurag ca,Pack,15900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Lomita eee meee Kathi Lipat,Pack,22700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Luigi me,Pack,20500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASK ANAESTHESI SIZE 6,Botol,50500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASK ANESTHESI SIZE 3,Botol,50500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASK ANESTHESI SIZE 4,Botol,50500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER N95,Botol,21800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NEBULIZER ANAK - Pes,Botol,20500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NEBULIZER ANAK TL Pes,Botol,27500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NEBULIZER DEWASA = Pes,Botol,24850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NEBULIZER DEWASA Pes,Botol,27500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NON REB CHILD J,Pcs,38850
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NON REB DEWASA,Pcs,25300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NON REBREATHING ANAK - Pes,Botol,24800
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER NON REBREATHING DEWASA - Pes,Botol,24700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER SUNGKUP BAYI Fe Pes,Botol,14300
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER SUNGKUP BAYI iy Pes,Botol,33000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MASKER SUNGKUP DEWASA ta Pes,Botol,31500
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MED 2 HL STR PLT Pes,Botol,448200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"MEDIN BONNET S,M,L- Pes",Botol,577200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MEDIN CIRCUIT CPAP Pes,Botol,1974100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,"MEDIN NEO MASK S,M,L",Pcs,463900
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,METRACATH 1.V CATETHER 22 G Pes L,Botol,8700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MICROBRUSH Pes,Botol,77700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MIOCHOL 1 Pes,Botol,66000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MIOCOL Pes,Botol,77700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MITELLA Pes,Botol,12700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,MY JELLY 80 GR Pes,Botol,35400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mat Lar. Methylene Blue 100 ml100 Ml 2,Botol,158200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mat R1 Lar.Fiksatif (Metanol) 100 MI,Botol,158200
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mat R2 Lar.Eosin 100 MI,Botol,165400
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mecobalamin inj,Botol,7100
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mecobalamin inj,Botol,7700
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mecobalamin inj,Botol,13320
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mectisan 100 ml,Botol,200000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Mectisan 20 ml,Botol,200000
1.1.12.01.04.0002,Bahan Baku / Obat-obatan,Media agar,Botol,1187000
